	User	Date Created	Number of Likes	Source of Tweet	Tweet	Location
11951	chuks123	2022-03-21 19:01:36+00:00	25	Twitter for Android	"I think the conversation should be how to enlighten employees on labour laws and what to do when the rights are violated. #HorribleBosses

https://t.co/GlrQKsEPj3"	Abuja, Nigeria
11952	yhemmy_o	2022-03-21 19:01:22+00:00	3	Twitter for Android	"If you are ""quiet"" in situations of injustice, you have chosen the side of the oppressor. The co-founder is definitely an accomplice 
#Horriblebosses"	Somewhere on the planet
11953	inigeorge0	2022-03-21 19:01:09+00:00	0	Twitter for Android	"Labour law should be enforced in this country tbh
#HorribleBosses"	Nigeria
11954	CupofCoffee_xo	2022-03-21 19:01:05+00:00	0	Twitter for iPhone	Social media managers are definitely searching their names in over drive based on this convo #horriblebosses	Remote
11955	IyinoluwaKA	2022-03-21 19:00:50+00:00	0	Twitter for iPhone	When one person is CEO, Co-founder, HR manager, probation sharer, drafter of termination letters, lawyer and everything! Does he not even get tired?  #HorribleBosses https://t.co/Zouylxu7Bs	Above principalities & powers
11956	NnukwuMama	2022-03-21 19:00:46+00:00	1	Twitter for Android	"My exact experience with #horriblebosses 
This is what I want to talk about on the space. https://t.co/SEgwCQchZa"	
11957	TheElixir_ade	2022-03-21 18:59:57+00:00	6	Twitter for iPhone	"Struggling with #HorribleBosses? Work anxiety? Burnout?

Get or gift therapy for you, a colleague or your boss with @nguvuhealth. https://t.co/rceiEFEDRQ"	Nigeria
11958	mamammia___	2022-03-21 18:59:38+00:00	6	Twitter for Android	"As an organization gets bigger, the CEO might not be able to monitor how the manager and HR treat the workers under them. 

Sometimes, the Manager and HR probe the bigger problems in many organizations.

#HorribleBosses"	Entrepreneur 
11959	ms_yabo	2022-03-21 18:59:29+00:00	0	Twitter for Android	"It's a tough world out there!💔 #HorribleBosses

https://t.co/LrAyhU6Cuy"	South Africa
11960	TobiGbemisola	2022-03-21 18:59:28+00:00	5	Twitter Web App	Tell it all on @JobHunch - about #HorribleBosses and their misdemeanors. Your reviews will be kept anonymous. Get started here: https://t.co/xvLzdHNVBo	🇳🇬 
11961	viykayne	2022-03-21 18:59:03+00:00	0	Twitter for Android	"Wow #HorribleBosses

https://t.co/7mpt83q8RT"	🇳🇬
11962	jenn_ify	2022-03-21 18:58:42+00:00	0	Twitter for iPhone	Totally understand why it can be hard to leave tbh #horriblebosses	Abroad 
11963	thatfunke	2022-03-21 18:57:37+00:00	0	Twitter for iPhone	#horriblebosses https://t.co/TG8FpuhlQ6	Accra, Ghana
11964	officialtodah	2022-03-21 18:57:31+00:00	3	Twitter for iPhone	"Over 200 stories within 8 month as a Writer is a big deal o, ah🙁 and dem remove his name as byline for the stories. I'm shocketh. 

Well well well, these stories, as weird as they seem, are true. And the mental bruise and anxiety experiences... #HorribleBosses"	Nigeria
11965	israelepic_	2022-03-21 18:56:52+00:00	2	Twitter for Android	"The supposed exposed ones do the worse. 

#HorribleBosses."	in pursuit of purpose
11966	okewandelanre	2022-03-21 18:56:50+00:00	2	Twitter for Android	#HorribleBosses open source dragging, come and contribute ooo.	Lagos, Nigeria
11967	kvngSucre	2022-03-21 18:56:43+00:00	3	Twitter for iPhone	Some of you are very horrible workers too  #HorribleBosses	
11968	sinphia	2022-03-21 18:56:17+00:00	11	Twitter for Android	This topic is beyond gist. It's very important for the development of the country. Terrible leaders in the workplace has a negative impact on the economy. The human exploitation is too much that's why every time japa #HorribleBosses	England
11969	thatfunke	2022-03-21 18:56:15+00:00	2	Twitter for iPhone	Leadership in the tech ecosystem is extremely close knit which makes it difficult for employees to speak out or leave. If you do so, there’s always the fear that you’ll be blacklisted in the community. The risks for employees are too high #horriblebosses	Accra, Ghana
11970	viclotana	2022-03-21 18:56:12+00:00	0	Twitter for iPhone	#HorribleBosses https://t.co/59B9z6yGRr https://t.co/e22BypG1vE	London, England
11971	TonySituati1	2022-03-21 18:55:52+00:00	0	Twitter for iPhone	Christians are the most #HorribleBosses of all time	Searching
11972	ShadeOlaoyeMary	2022-03-21 18:55:51+00:00	0	Twitter for iPhone	#horriblebosses	Nigeria
11973	Brendaaayyyy	2022-03-21 18:55:48+00:00	2	Twitter for iPhone	In a normal country people would boycott Coca-Cola #HorribleBosses	
11974	Esther_Jacob_	2022-03-21 18:55:37+00:00	7	Twitter for iPhone	#HorribleBosses Be ready to walk out on anything or anyone that doesn’t regard you on your value! Any place! Walk!	🏳️‍🌈
11975	Samuel_Nmaa	2022-03-21 18:55:27+00:00	4	Twitter for iPhone	Am pretty sure some of the company's CEOs are here in this space listening to this. Nice one #HorribleBosses	Anambra, Nigeria
11976	mosesseuz	2022-03-21 18:55:24+00:00	0	Twitter for Android	@kikimordi #Horriblebosses lots of employees struggle with mental health challenges, leading to trouble with productivity, wellbeing, burnout, turnover, and more. @Blueroomcare is here to help organisations tackle these barriers effectively.	Lagos, Nigeria
11977	madu_victor	2022-03-21 18:55:12+00:00	2	Twitter for iPhone	"LMFAOOOOO he should try and jail nau!!

People have not seen crase that’s why. 
#horriblebosses"	Nigeria
11978	michaelselbygh	2022-03-21 18:54:48+00:00	0	Twitter for iPhone	“Children of these days”😭😭🤣🤣 @theprincelyx you weak me o #HorribleBosses	Ghana
11979	simplybrainy0	2022-03-21 18:54:48+00:00	1	Twitter for iPhone	#horriblebosses	
11980	AdoRa_Zee	2022-03-21 18:54:31+00:00	0	Twitter for iPhone	If doctors started talking about this #horriblebosses thing…table will break 🚶🏾‍♀️🚶🏾‍♀️🚶🏾‍♀️	Abuja Nigeria
11981	XVEIII	2022-03-21 18:54:11+00:00	0	Twitter Web App	Not Yewande ghosting us. #horriblebosses	
11982	uncletoh_	2022-03-21 18:54:06+00:00	0	Twitter for Android	"My phone is always on DND for a reason. It ain't easy.

#HorribleBosses"	draftin, reviewin, forwardin
11983	bawo_peng	2022-03-21 18:53:58+00:00	0	Twitter for iPhone	Damnnn 🥺 #HorribleBosses https://t.co/vfGNeKwS8H	vox populi, vox dei
11984	Adeoluwajoju_	2022-03-21 18:53:55+00:00	0	Twitter for iPhone	Keep calling the companies name! And leaders name Tbh #HorribleBosses https://t.co/iOrfpjIaWX	Earth. Apparently!
11985	tritimaa_	2022-03-21 18:53:52+00:00	4	Twitter for iPhone	Someone from Ebun’s laundromat is speaking #HorribleBosses	Dallas, TX
11986	yemituyo	2022-03-21 18:53:52+00:00	0	Twitter for Android	"#HorribleBosses

Y'ALL NEED TO JOIN THIS SPACE!!!

https://t.co/xD641DK2Ud"	Eko
11987	dameeunice	2022-03-21 18:53:51+00:00	1	Twitter for Android	"Dem show @theprincelyx pepper sha🤣🤣🤣

I remember that period
I'm glad you're in a better place ❤️

#HorribleBosses"	
11988	labyllionaire	2022-03-21 18:53:46+00:00	0	Twitter for iPhone	How would your employer take your name off your articles when you leave their employment? Layi se ghost writer fun Drake. That’s intellectual theft really #Horriblebosses	Lagos, Nigeria
11989	belcourtbaby	2022-03-21 18:53:44+00:00	0	Twitter for Android	"Tears😭#HorribleBosses

https://t.co/hsfVXWPcKj"	dans ma maison
11990	shallybabyyy	2022-03-21 18:53:27+00:00	0	Twitter for iPhone	No no pls, I don’t think people in the company should come in and be speaking FOR the company. #HorribleBosses	Essex 🇬🇧
11991	100_crown	2022-03-21 18:53:01+00:00	0	Twitter for iPhone	"I feel people should focus on software consultancy service companies. Believe me they are way worse than startups. Wayyy worse. 
 #HorribleBosses https://t.co/1pC7jNR28l"	The Eternal Arms
11992	uncletoh_	2022-03-21 18:52:59+00:00	0	Twitter for Android	"Things dey happen 😮‍💨

https://t.co/z2vMSpUMOl

#HorribleBosses"	draftin, reviewin, forwardin
11993	wande_	2022-03-21 18:52:59+00:00	13	Twitter for iPhone	Children of nowadays at 27???? 😭 #horriblebosses	
11994	seuntomas	2022-03-21 18:52:57+00:00	1	Twitter for iPhone	We run the risk of framing this issue as something that’s only/mostly affecting startups. The most toxic work environments in Nigeria are the legacy companies.  #HorribleBosses https://t.co/E9YqWdJOPw	    
11995	earthminds1	2022-03-21 18:52:52+00:00	10	Twitter for iPhone	Mad ooooo #horriblebosses https://t.co/OLZPKyFIHP	Florida, USA
11996	expensivegenius	2022-03-21 18:52:48+00:00	0	Twitter for Android	"Our Labour laws are not that bad. #HorribleBosses

https://t.co/h3PY3D4Yvg"	Lagos, Nigeria
11997	1ofBanks	2022-03-21 18:52:47+00:00	0	Twitter Web App	"Omo stories for days #HorribleBosses

The last one was the worst"	WheretheMoneyat
11998	Esther_Jacob_	2022-03-21 18:52:47+00:00	0	Twitter for iPhone	Children of now a days when you’re 27? Are you moving mad?   #HorribleBosses	🏳️‍🌈
11999	_Dee_jat	2022-03-21 18:52:39+00:00	2	Twitter for iPhone	Don’t leave anything to God o, drag them 🤟 #HorribleBosses	Somewhere in the metaverse 
12000	unclemuyii	2022-03-21 18:52:37+00:00	0	Twitter for iPhone	These stories are scary. #HorribleBosses	Lagos, Nigeria
12001	Tosintalks1	2022-03-21 18:52:36+00:00	6	Twitter for iPhone	"Please call the companies so we can avoid them please. 
Because, what in the rubbish😢 #horriblebosses"	
12002	sinphia	2022-03-21 18:52:36+00:00	2	Twitter for Android	The fact that they go as far as preventing people from getting jobs is crazy. So in Nigeria one cannot then ask a previous employer for reference? #HorribleBosses	England
12003	shallybabyyy	2022-03-21 18:52:35+00:00	0	Twitter for iPhone	I just wish you people would call out these companies,but it’s not my pain so I can’t tell y’all what to do. #HorribleBosses	Essex 🇬🇧
12004	k3vwe	2022-03-21 18:52:27+00:00	0	Twitter for iPhone	Abeg who sabi the name of the company now  #horriblebosses	Over the rainbow. 
12005	Konemanen	2022-03-21 18:52:20+00:00	1	Twitter for Android	"#HorribleBosses They removed his name from all the articles he wrote when they fired him😟

https://t.co/fpUrBNQ0im"	
12006	olayanjuidris	2022-03-21 18:52:05+00:00	2	Twitter Web App	#HorribleBosses Omo 27 years old too dey talk children of now days, is the werey an adult too 😂😂😂	Lagos, Nigeria
12007	sandrasznn	2022-03-21 18:51:53+00:00	0	Twitter for iPhone	Industry standard ni? #HorribleBosses	Reading The wisdom of psychos
12008	rebecca_bassey_	2022-03-21 18:51:53+00:00	2	Twitter for iPhone	Someone name was removed from all the stories he wrote and published in a company because he was fired by his #HorribleBosses!!!	Lagos, Nigeria
12009	theBlacklotus26	2022-03-21 18:51:50+00:00	2	Twitter for iPhone	The stories I’m hearing !!!! God help us. It’s not just our politicians that have problems o! #horriblebosses	Hogwarts
12010	bisialimi	2022-03-21 18:51:48+00:00	66	Twitter for iPhone	This is a story in @GuardianNigeria exploring this same conversation. https://t.co/QW8I4eoElB https://t.co/Dh141imEHS #horriblebosses	London, England
12011	ThaRoguee	2022-03-21 18:51:47+00:00	1	Twitter for iPhone	"Omooooooooo🤣🤣🤣
 #HorribleBosses https://t.co/OnKP1Ztp6C"	Ibadan, Nigeria.
12012	_Dee_jat	2022-03-21 18:51:39+00:00	2	Twitter for iPhone	“Children of now a days” adondie😂😂😂😂😂#HorribleBosses	Somewhere in the metaverse 
12013	guylikenimi	2022-03-21 18:51:32+00:00	0	Twitter for Android	"Children of whattt?😭😂
Wow💀😂
#HorribleBosses

https://t.co/rJCxHg8Jsp"	
12014	thetollou	2022-03-21 18:51:31+00:00	0	Twitter for Android	"Omo💀

#HorribleBosses

https://t.co/2lFZ5sv8zv"	Lagos, Nigeria
12015	jfkoya	2022-03-21 18:51:31+00:00	23	Twitter for iPhone	"These bosses too need help. Gift your boss the therapy sessions too. 

We all need therapy, whether you’re an employer or an employee.

#HorribleBosses https://t.co/wwUj0gq5VJ"	🇬🇧 | 🇳🇬 | 🇷🇼
12016	OG_Tegz	2022-03-21 18:51:13+00:00	0	Twitter for iPhone	"Them comot this guy from his own brain work😂😂😂

#HorribleBosses https://t.co/bUMw5uzCkt"	Lagos, Nigeria
12017	oluchi_bn	2022-03-21 18:51:05+00:00	0	Twitter for Android	How can you remove an author's name from all his stories?! #HorribleBosses	Lagos, Nigeria
12018	kikimordi	2022-03-21 18:51:05+00:00	1	Twitter for iPhone	I’m screaming 😭 #HorribleBosses https://t.co/HEOzHtCHQ9	Lagos/London
12019	the_didhee	2022-03-21 18:51:02+00:00	0	Twitter for iPhone	"Omooo 😒😒

 #HorribleBosses https://t.co/0sjgkTKTmL"	Lagos, Nigeria
12020	guylikenimi	2022-03-21 18:50:56+00:00	0	Twitter for Android	"#HorribleBosses

https://t.co/rJCxHg8Jsp"	
12021	toyoo___	2022-03-21 18:50:49+00:00	1	Twitter for iPhone	200 stories in 8 months. Omoooooooooo #HorribleBosses	Lagos, Nigeria
12022	edim_a	2022-03-21 18:50:44+00:00	0	Twitter for Android	"As a job candidate, you're within your rights to vet potential employer, no matter your desperation for a job. 

#HorribleBosses

https://t.co/49C8ILYTeI"	Ireland
12023	wande_	2022-03-21 18:50:35+00:00	1	Twitter for iPhone	These stories  #HorribleBosses https://t.co/5wGX9luiOc	
12024	Eben_SM	2022-03-21 18:50:16+00:00	0	Twitter for iPhone	@Sisi_Yemmie Is your boss demanding or difficult? Which will you prefer? #HorribleBosses	Lagos, Nigeria
12025	itstobiaf	2022-03-21 18:50:13+00:00	40	Twitter for iPhone	Everything goes right back to poverty and poor, horrible labor laws in Nigeria that enables evil from the rich. We need to eradicate poverty, why is this a radical idea?  #HorribleBosses	
12026	Frankie__A	2022-03-21 18:50:07+00:00	1	Twitter for iPhone	“Nigerians weaponise poverty a lot” #HorribleBosses	London, England
12027	jo_nathanjacob	2022-03-21 18:50:02+00:00	0	Twitter for Android	"We have lots of #HorribleBosses in Nigeria workplaces. The average 9ja boss thinks hostility &amp; tyranny are the only strategies that makes workers productive. Sad! 

https://t.co/43UTRS6Pwc"	Earth
12028	tobilisic	2022-03-21 18:50:02+00:00	1	Twitter Web App	Politicians are weaponizing poverty, CEOs, and managers are doing the same. #HorribleBosses	Accra, Ghana
12029	amdjdixon	2022-03-21 18:50:00+00:00	1	Twitter for iPhone	I love the Conversation #HorribleBosses https://t.co/comjBw4Mtf	Kampala, Uganda
12030	Scilla__X	2022-03-21 18:49:49+00:00	2	Twitter for iPhone	Labour laws are simply non-existent here #HorribleBosses	Namjoon’s laps
12031	Fisay0mi	2022-03-21 18:49:48+00:00	0	Twitter for iPhone	His mum was what now?😂😂 #horriblebosses	
12032	agiri_adisa	2022-03-21 18:49:46+00:00	3	Twitter Web App	"lets follow each other 
#HorribleBosses"	Ottawa, Ontario
12033	mamammia___	2022-03-21 18:49:44+00:00	52	Twitter for Android	"There are many organizations that are not people centered rather they're only profit oriented. 

Many of them forget that with good working conditions, remuneration and staff welfare the organization can even realize more profits. 

#HorribleBosses"	Entrepreneur 
12034	OnlyOneDoro	2022-03-21 18:49:30+00:00	7	Twitter for Android	"“The day I met him for my interview, he told me he could read poverty all over my face,”

Ebun na wa o

#horribleBosses"	Success requires clues 🫶🏻
12035	temitopedancer	2022-03-21 18:49:24+00:00	1	Twitter for Android	No wonder I haven't been able to connect my phone number to my NIN after registering twice. #horriblebosses	Around Food & Femme Men's HQ
12036	elapostroph	2022-03-21 18:49:22+00:00	0	Twitter for Android	Once again... #Horriblebosses https://t.co/lHnGDWa6eg	
12037	prissypa	2022-03-21 18:49:20+00:00	4	Twitter for iPhone	"Yep!! Nigerians weaponize suffering 

#HorribleBosses"	Canada
12038	0lukayode	2022-03-21 18:49:18+00:00	0	Twitter Web App	Lol. Wetin be CEO experience ke?! #horriblebosses	Nigeria
12039	amdjdixon	2022-03-21 18:49:15+00:00	5	Twitter for iPhone	Right now am Listening to #HorribleBosses and I have learnt something today https://t.co/L1nHcXuAbV	Kampala, Uganda
12040	briticoyemo	2022-03-21 18:49:07+00:00	29	Twitter Web App	"This is the tech scene they said was going to save us all? Unicorn this and that? 

Blood of the lamb.

#HorribleBosses"	Lagos/ London
12041	JoannaOkey	2022-03-21 18:48:39+00:00	4	Twitter for iPhone	Nigerians weaponize poverty a lot! #HorribleBosses https://t.co/tkDVsL4xmh	 Lagos, Nigeria.
12042	datuois	2022-03-21 18:48:31+00:00	2	Twitter for iPhone	"I really believe paid mental health days should become a norm in the workplaces. Why do we still have to come in and be productive when we’re not actually okay? 

#HorribleBosses https://t.co/82YkDRUhzL"	Los Angeles, CA
12043	Qpid_Adannaya	2022-03-21 18:48:29+00:00	0	Twitter for Android	"#HorribleBosses

https://t.co/qrnWi4nlkK"	Abuja, Nigeria
12044	unclemuyii	2022-03-21 18:48:23+00:00	0	Twitter for iPhone	#HorribleBosses	Lagos, Nigeria
12045	CupofCoffee_xo	2022-03-21 18:48:21+00:00	6	Twitter for iPhone	"I’m so sorry

They said your staff sleep overnight and your response is as long as they signed, why complain?

They said you shout and appaz, “shebi you no dey insort” is the best you can come up with

You’re killing me fr

#horriblebosses https://t.co/9vy9mer997"	Remote
12046	SaintDoyin	2022-03-21 18:48:17+00:00	0	Twitter for Android	#horriblebosses	
12047	_Dee_jat	2022-03-21 18:48:12+00:00	0	Twitter for iPhone	There really is serious protection for founders #HorribleBosses	Somewhere in the metaverse 
12048	sandrasznn	2022-03-21 18:48:06+00:00	0	Twitter for iPhone	Mehn #HorribleBosses	Reading The wisdom of psychos
12049	BankoleTO	2022-03-21 18:47:57+00:00	3	Twitter for Android	"All these stories are just so sad. It's really the employers' market

#Horriblebosses"	Where mutual respect is served
12050	mosesseuz	2022-03-21 18:47:37+00:00	1	Twitter for Android	#Horriblebosses lots of employees struggle with mental health challenges, leading to trouble with productivity, wellbeing, burnout, turnover, and more. @Blueroomcare is here to help organisations tackle these barriers effectively.	Lagos, Nigeria
12051	preshgaza	2022-03-21 18:47:32+00:00	2	Twitter for iPhone	#HorribleBosses https://t.co/wh3yTVxphZ	Digital Nomad 
12052	sinphia	2022-03-21 18:46:57+00:00	80	Twitter for Android	I like how the conversation has expanded outside just tech companies. From hotel to bottling company to NIN card. They might even bring up someone from McKinsey. Everybody go hear am #HorribleBosses	England
12053	el_ettah	2022-03-21 18:46:46+00:00	1	Twitter for Android	"Omo these stories 😟
#HorribleBosses

https://t.co/ZzF28tRhEl"	London, England
12054	janetmachuka_	2022-03-21 18:46:38+00:00	12	Twitter for Android	"This is the IT conversation! #HorribleBosses

https://t.co/RCcdfYRH9s"	Kenya🇰🇪, Africa
12055	ife_treaty__	2022-03-21 18:46:35+00:00	0	Twitter for iPhone	My sister works 21 days straight as a medical doctor in this country. Does that count 😭 #HorribleBosses	Abuja, Nigeria
12056	theBlacklotus26	2022-03-21 18:46:05+00:00	0	Twitter for iPhone	Not people working on Christmas Day too #Horriblebosses https://t.co/3ZT6Q0YmNd	Hogwarts
12057	jenn_ify	2022-03-21 18:45:51+00:00	155	Twitter for iPhone	Tell you one thing, if you die, these companies will go on effortlessly without you, prioritize your self if they clearly don’t , pls ooo #horriblebosses	Abroad 
12058	BrianMatara1	2022-03-21 18:45:39+00:00	1	Twitter for Android	"A very nice Discussion Here!#HorribleBosses

https://t.co/jeySHO9Awz"	Nairobi, Kenya
12059	McQuertzo	2022-03-21 18:45:38+00:00	0	Twitter for iPhone	Mehn, things dey happen #HorribleBosses https://t.co/5LKzm7pcgv	Abuja, Nigeria
12060	wande_	2022-03-21 18:45:25+00:00	3	Twitter for iPhone	On Christmas day when people were biting chicken 😂😂 #HorribleBosses	
12061	yemituyo	2022-03-21 18:45:15+00:00	0	Twitter for Android	"#HorribleBosses

Worked for a company with less than 20 staff strength, it's meetings upon meetings &amp; daily periodic reports like we are in Aso Rock...and the MD wants me to deliver a proposal in design format with infographics in 30mins 😥😭

https://t.co/xD641DK2Ud"	Eko
12062	MsVotie	2022-03-21 18:45:06+00:00	6	Twitter for iPhone	This #HorribleBosses space is an eye opener to how ignorant a lot of Nigerian employees are about the labour laws in Nigeria. @KingEsene we need to host a space about that abeg	
12063	BabatundeEsan	2022-03-21 18:44:59+00:00	0	Twitter for Android	"Name and shame. People's experiences on this space, wow. #HorribleBosses

https://t.co/TbPCsUlbnM https://t.co/McUUqA2Fmi"	
12064	McQuertzo	2022-03-21 18:44:59+00:00	0	Twitter for iPhone	You people should name names o, let’s bring all these people out. #HorribleBosses	Abuja, Nigeria
12065	AdewLane	2022-03-21 18:44:54+00:00	0	Twitter Web App	The stuff being said in this space o! Whilst toxic workplaces are sadly a global issue the wahala some Naija go through is a special kind of hell omo #HorribleBosses https://t.co/oNdVhUMBs6	What's your own? 
12066	kokobleau	2022-03-21 18:44:53+00:00	0	Twitter for iPhone	McKinsey??? Hehehe💀 #HorribleBosses	In your head, rent free😊
12067	AdisaAkomolede	2022-03-21 18:44:42+00:00	2	Twitter for iPhone	Should I share my story live tonight #horriblebosses https://t.co/1CwHctyCw0	Lagos, Nigeria
12068	Adejoke__E	2022-03-21 18:44:04+00:00	0	Twitter for Android	"""Break the bias""

People deceiving people🤡
#Horriblebosses"	Lagos
12069	shallybabyyy	2022-03-21 18:44:02+00:00	0	Twitter for iPhone	From Editor to Translating Arabic to English 😭#HorribleBosses	Essex 🇬🇧
12070	CupofCoffee_xo	2022-03-21 18:43:46+00:00	0	Twitter for iPhone	"Marketing agencies nko? 👀
Cmon my people
We can do this

Drag them and drag their clients #horriblebosses"	Remote
12071	TheOluseyiM	2022-03-21 18:43:45+00:00	0	Twitter for iPhone	#HorribleBosses https://t.co/Jszi1TDucv	Heavenly Places, In Christ 👑
12072	lovelyfin00	2022-03-21 18:43:32+00:00	37	Twitter for Android	"Why are Nigerian tech startups like this? Imagine flying an employee to a different state for work and not making sure that everything would work out well which results to the employee being stranded😖😞
#HorribleBosses"	Benin-City, Nigeria
12073	bee__vs	2022-03-21 18:43:27+00:00	0	Twitter for iPhone	Please read the McKinsey one #horriblebosses	Ontario, CA
12074	ThaRoguee	2022-03-21 18:43:22+00:00	0	Twitter for iPhone	"I know this current gist🤣🤣🤣
#HorribleBosses https://t.co/OnKP1Ztp6C"	Ibadan, Nigeria.
12075	shallybabyyy	2022-03-21 18:43:07+00:00	29	Twitter for iPhone	"The last babe was VENTINGGGG
She’s so hurt 
Idk who you are but I’m so sorry 💕 #HorribleBosses"	Essex 🇬🇧
12076	SatiraMPR	2022-03-21 18:42:53+00:00	0	Twitter for iPhone	Crazy things are happening in the work place!! Wow #HorribleBosses	Lagos, Nigeria
12077	chuqu_amaka	2022-03-21 18:42:49+00:00	1	Twitter for iPhone	"Eyyyyyyyyy. Bento wants to speakkk

 #HorribleBosses https://t.co/kHz0EhgVwo"	Nomad
12078	_manlikeola	2022-03-21 18:42:41+00:00	1	Twitter for iPhone	"Coca-Cola pays 450 naira that’s less than $1 for 12hours of work

Wtf is happening in this country?!
 #HorribleBosses"	He/Him 🏳️‍🌈
12079	Fabienne_Hoby	2022-03-21 18:42:38+00:00	0	Twitter for Android	"Learn your rights.
Learn from others experience.
Learn to become a good leader and understand your staff members. 

#HorribleBosses

https://t.co/K4QgTtJABZ"	Cameroon
12080	100_crown	2022-03-21 18:42:14+00:00	7	Twitter for iPhone	"NIN company don collect too. 
Funny thing is I almost joined them guys in 2017 lmfao. 
 #HorribleBosses https://t.co/1pC7jNR28l"	The Eternal Arms
12081	ambidexts	2022-03-21 18:42:07+00:00	0	Twitter for Android	"#HorribleBosses

https://t.co/2qENzSHRFx"	Kenya
12082	_rhammy	2022-03-21 18:41:57+00:00	0	Twitter for Android	"#HorribleBosses

https://t.co/O26Ahn7SZR"	
12083	tianaStarrrr	2022-03-21 18:41:55+00:00	16	Twitter for iPhone	#horriblebosses are horrible people! And that’s on period. I don’t even know how anyone will want to think differently.	🏳️‍🌈
12084	CupofCoffee_xo	2022-03-21 18:41:47+00:00	1	Twitter for iPhone	MCKINSEYYYYYY????? Ehnnnn???????????!?????????? #horriblebosses	Remote
12085	t3niola	2022-03-21 18:41:44+00:00	15	Twitter for Android	"People should be naming names please.

Plus company, plus bosses, ẹ la orúkọ mọ́ wọn lórí! 

 #horriblebosses"	London, England
12086	jfkoya	2022-03-21 18:41:27+00:00	276	Twitter for iPhone	If working with #HorribleBosses have messed you up and you are trying to find your way back or need a professional to speak to, please get therapy with @nguvuhealth. Easy to use app and affordable app. You can also gift therapy sessions from within the app.	🇬🇧 | 🇳🇬 | 🇷🇼
12087	okonta_hilda	2022-03-21 18:41:19+00:00	3	Twitter for iPhone	Naaah cause y’all recall that night I came here and kept talking cause people are mean #HorribleBosses https://t.co/LApetwPa98	Asaba,Nigeria
12088	celebritydev	2022-03-21 18:41:14+00:00	0	Twitter for Android	"I shouldn't be laffing but this girl talking on this space like we are the ones that offended her. #HorribleBosses

https://t.co/MKBky09GBy"	I Too Waka
12089	CupofCoffee_xo	2022-03-21 18:41:13+00:00	0	Twitter for iPhone	Nuh huh. I dun like det. If they can’t touch you and you’re not scared to share for legal or traumatic reasons, don’t be giving us hints like its a scrabble game. Someone might be about to enter the hell you survived #horriblebosses	Remote
12090	Doyin_OL	2022-03-21 18:41:10+00:00	1	Twitter for iPhone	What company did NIN #horriblebosses	Lagos, Nigeria
12091	mr_oyakhilome	2022-03-21 18:41:08+00:00	3	Twitter for Android	"Mckinsey? GeGe 🏃🏿‍♂️

#HorribleBosses"	Azgeda 
12092	victoryuwaoma	2022-03-21 18:40:55+00:00	0	Twitter for iPhone	Drag out that company with your full chest 😂 #HorribleBosses	Dublin
12093	chikaIjeomaa	2022-03-21 18:40:52+00:00	47	Twitter for Android	"IFS moved me from Port Harcourt to Lagos and fired me in less than three weeks because ""I had an attitude"". 
#HorribleBosses"	Lagos, Nigeria
12094	Adejoke__E	2022-03-21 18:40:35+00:00	0	Twitter for Android	"#HorribleBosses

https://t.co/DPtAqMJmme"	Lagos
12095	mahbub_bello	2022-03-21 18:40:21+00:00	1	Twitter for Android	"Which company is responsible for nin?
#HorribleBosses

https://t.co/ecVnfrz28w"	
12096	isauntysocial	2022-03-21 18:39:57+00:00	7	Twitter for iPhone	So who did NIN #horriblebosses https://t.co/3bvktgHZH6	here 
12097	HenryCarterIV	2022-03-21 18:39:54+00:00	0	Twitter for iPhone	The real suffering and smiling  #HorribleBosses https://t.co/413FQW1hRF	Santiago Bernabeu 
12098	chi_nenyenwa	2022-03-21 18:39:52+00:00	1	Twitter for Android	"Babe dey para...I will para more sha cos whatttt???? #HorribleBosses

https://t.co/R4cLC53f0f"	
12099	OfficiallyXenos	2022-03-21 18:39:47+00:00	0	Twitter for Android	"Omooo, wetin I dey hear bayiiiiiii

#HorribleBosses"	in my head
12100	bethfayemi	2022-03-21 18:39:44+00:00	0	Twitter for iPhone	Omo!  #HorribleBosses	
12101	Scilla__X	2022-03-21 18:39:42+00:00	0	Twitter for iPhone	#Horriblebosses https://t.co/SUZgDxLxDy	Namjoon’s laps
12102	jhaylavida	2022-03-21 18:39:37+00:00	0	Twitter for iPhone	Omoooooo #HorribleBosses	Outside
12103	k3vwe	2022-03-21 18:39:35+00:00	0	Twitter for iPhone	Omo #horriblebosses	Over the rainbow. 
12104	_Vanessa_AR	2022-03-21 18:39:32+00:00	1	Twitter for iPhone	Omoooo #horriblebosses	
12105	Bel_Jonz	2022-03-21 18:39:29+00:00	0	Twitter for Android	This girl is really pissed at this company #horriblebosses	Your Heart 
12106	jenn_ify	2022-03-21 18:39:21+00:00	0	Twitter for iPhone	"Up Gen Zeeeeeeee
#horriblebosses"	Abroad 
12107	artofibukun	2022-03-21 18:39:10+00:00	0	Twitter for Android	"@notralia rant is insane LMAOOOOOOOO  #HorribleBosses

https://t.co/SytfL7ynVz"	Remote
12108	thenessaszn	2022-03-21 18:39:10+00:00	3	Twitter for Android	This babe rn #Horriblebosses https://t.co/SUJB5aroCE	Insideeeee
12109	Sisi_Yemmie	2022-03-21 18:39:10+00:00	28	Twitter for iPhone	Omo! That was a rant #HorribleBosses	LAGOS!
